編號,名稱,地區,類型,地區/大樓,地址,緯度,經度,營業時間,評分,每人價位,GoogleMaps連結,核實日期
212,ヴィーガン食堂 アジュ Aju（中崎町）,大阪,大豆肉日本料理｜全素 Vegan,中崎町・北區（梅田徒步圈）,大阪市北区中崎1-10-14,34.70641,135.50663,午 11:30-13:30／晚 17:30-21:30；週一公休(午餐週二也休),HappyCow 4.5（57 則）,"約 ¥1,500-2,500／人","https://www.google.com/maps/search/?api=1&query=34.70641,135.50663",2026-07-23
213,御座候 Gozasoro（JR大阪站 1F・純素今川燒）,大阪,純素今川燒/回転焼｜全素 Vegan,梅田・JR大阪站 1F（另有關西各百貨櫃點）,大阪市北区梅田3-1-1 JR大阪駅1F,34.70241,135.49704,每日 10:00-22:00,HappyCow（vegan bakery）,今川燒 ¥95-110／個,"https://www.google.com/maps/search/?api=1&query=34.70241,135.49704",2026-07-23
214,ORIBIO Cafe Dining（全素・無五葷・近萬博公園）,大阪,菜食創作料理｜全素・無五葷・無酒,吹田市青葉丘北（大阪單軌 宇野辺駅・近萬博紀念公園/EXPOCITY）,大阪府吹田市青葉丘北,34.80700,135.53400,平日 12:00-21:00(食物LO14/18-LO20)；六日祝 11:00-22:00；不定休(看官網日曆),Tabelog（菜食創作）,"約 ¥1,500-2,500／人","https://www.google.com/maps/search/?api=1&query=34.80700,135.53400",2026-07-23
215,めぐりめし 恵 Megumi（全素・完全予約制）,大阪,玄米菜食・マクロビ｜全素(完全予約制),南森町・扇町・大阪天満宮・北區,大阪市北区（南森町站3/5番・扇町站5番出口徒步5分）,34.69660,135.51100,週一~六 11:30-14:00 / 17:00-22:00；完全預約制,—（FB/VegeMap 核實）,"約 ¥2,000-3,000／人(預約)","https://www.google.com/maps/search/?api=1&query=34.69660,135.51100",2026-07-23
216,bills 大阪（LUCUA 1100 7F・有素食菜單）,大阪,オーストラリア料理/早午餐（蔬食友善・有素食菜單）,梅田・LUCUA 1100 7F（JR大阪站直結）,大阪市北区梅田3-1-3 ルクア1100 7F,34.70240,135.49560,全日營業(早午茶晚・依商場),Tabelog（有 vegan 菜單）,"約 ¥1,800-2,500／人","https://www.google.com/maps/search/?api=1&query=34.70240,135.49560",2026-07-23
217,CHABUTON ちゃぶ屋（LINKS UMEDA 8F・有純素拉麵）,大阪,拉麵（葷店・有純素野菜らぁ麺）｜蔬食友善,梅田・LINKS UMEDA(ヨドバシ梅田)8F,大阪市北区大深町1-1 LINKS UMEDA 8F,34.70360,135.49590,依商場（原ヨドバシ梅田店已遷入此址、2025 營業中）,Tabelog（米其林一星）,"約 ¥1,000-1,300／人","https://www.google.com/maps/search/?api=1&query=34.70360,135.49590",2026-07-23
218,BuzzSpot（道頓堀・有 vegan burger）,大阪,漢堡・咖啡酒吧（蔬食友善・有 vegan burger）,道頓堀・難波・中央區,大阪市中央区道頓堀1丁目,34.66886,135.50650,日咖啡/夜酒吧（詳見 IG）,Vegewel/VegeMap 核實,"約 ¥1,000-2,000／人","https://www.google.com/maps/search/?api=1&query=34.66886,135.50650",2026-07-23
219,HACCHA BOOTH（無麩質米粉可麗餅）,大阪,米粉可麗餅（無麩質・含蛋奶）｜蔬食友善,堺筋本町・本町（HUB KITCHEN 美食街内）,大阪市中央区久太郎町3-1-27 ヒグチビル1F,34.68199,135.50440,平日 14:00-22:30、六 12:00-22:30；週日祝休,Tabelog（無麩質可麗餅）,"約 ¥1,000-1,900／人","https://www.google.com/maps/search/?api=1&query=34.68199,135.50440",2026-07-23
220,cafe vegan terrace（祇園・全素五葷抜き）,京都,ヴィーガンカフェ｜全素・五葷抜き,東山區（祇園・毘沙門町）,京都市東山区毘沙門町44-21,35.00350,135.77350,11:30-16:00（LO15:30）,HappyCow（vegan）,"約 ¥1,500-2,500／人","https://www.google.com/maps/search/?api=1&query=35.00350,135.77350",2026-07-14
221,Vegan Sushi Kyoto（河原町・純素握壽司）,京都,ヴィーガン寿司｜全素,中京區（河原町/木屋町）,京都市中京区下樵木町 東木屋町ビル5F（河原町站1A出口徒步3分）,35.00440,135.77020,多為 11:30-15:00(以 IG 公告為準)；週一・二公休,HappyCow（vegan）,"午套餐 約 ¥3,000+／人","https://www.google.com/maps/search/?api=1&query=35.00440,135.77020",2026-07-14
222,Lapis ヴィーガン寿司／Da Maeda（北野白梅町・予約制）,京都,ヴィーガン寿司懐石（予約制）｜全素,上京區（北野白梅町・嵐電1分）,京都市上京区（北野白梅町 オーガニックイタリアン ダ・マエダ内）,35.02539,135.74228,Lapis 週一二六日 12:00-14:30 / 17:30-21:30；週三四休；完全予約制(需3天前),Tabelog 3.15（Da Maeda）,"懷石較高／Da Maeda ¥2,000-3,999","https://www.google.com/maps/search/?api=1&query=35.02539,135.74228",2026-07-14
223,いただき膳 Itadakizen（西陣・全素和食）,京都,古民家和食｜全素 Vegan,上京區（西陣・七本松/仁和寺街道）,京都市上京区仁和寺街道七本松西入二番町199,35.02396,135.73880,需查官網/預約,Tabelog（評分過少）,"午 約 ¥1,500-2,500／人","https://www.google.com/maps/search/?api=1&query=35.02396,135.73880",2026-07-14
224,ヴィーガン居酒屋 真さか（四条大宮・全素）,京都,ヴィーガン居酒屋｜全素,下京區（四条大宮・岩上通）,京都市下京区岩上通高辻下る吉文字町446-1,34.99990,135.75117,12:00-15:00(LO14) / 17:00-22:00(LO21)；週二休,Tabelog 3.02,"約 ¥2,000-4,000／人","https://www.google.com/maps/search/?api=1&query=34.99990,135.75117",2026-07-14
225,自然食 Hale 晴（錦市場・湯葉丼）,京都,自然食・湯葉料理（蛋奶素・高湯需確認柴魚）｜蔬食友善,中京區（錦市場）,京都市中京区錦小路通麩屋町西入北側東魚屋町,35.00505,135.76534,午 11:30-15:00 / 晚 18:00-22:00(售完打烊)；週一+不定休,Tabelog 3.24,"約 ¥1,000-2,000／人","https://www.google.com/maps/search/?api=1&query=35.00505,135.76534",2026-07-14
226,精進カフェ和香（四条・大善院内・無柴魚無五葷）,京都,精進カフェ｜100%蔬食・無柴魚無五葷,下京區（四条高倉/阪急烏丸5分・大善院内）,京都市下京区新開町397-9 大善院内,35.00070,135.76250,週三~六 11:00-17:00(LO16:30)；週日~二休,HappyCow（vegetarian）,"約 ¥1,200-1,800／人","https://www.google.com/maps/search/?api=1&query=35.00070,135.76250",2026-07-14
227,精進料理 雍州路 Yoshuji（鞍馬寺旁）,京都,精進料理｜全素・無柴魚無五葷,左京區（鞍馬寺山門旁）,京都市左京区鞍馬本町,35.11413,135.77315,10:00-18:00；週二休,Tabelog 3.40,"精進膳 ¥2,750／蕎麦 ¥1,100","https://www.google.com/maps/search/?api=1&query=35.11413,135.77315",2026-07-14
228,Natural Food Village（一乗寺・老牌全素）,京都,有機蔬食カフェ｜全素 Vegan,左京區（一乗寺）,京都市左京区一乗寺築田町95 第一第二メゾン白川202,35.03943,135.79152,午餐為主；週一休（詳細時段建議電話）,Tabelog 3.09,"約 ¥1,000-1,800／人","https://www.google.com/maps/search/?api=1&query=35.03943,135.79152",2026-07-14
229,喫茶ホーボー堂（岡崎・全素便當・僅週五六日）,京都,ヴィーガン便當/喫茶｜全素(僅週五六日),左京區（東大路・岡崎周邊）,京都市左京区東大路西入正往寺町452,35.01194,135.77669,僅週五六日 10:00-17:30（用餐11:00起）,Tabelog 3.22,"約 ¥1,200-1,800／人","https://www.google.com/maps/search/?api=1&query=35.01194,135.77669",2026-07-14
230,(THISIS)NATURE（京都髙島屋T8・純植 gelato）,京都,ヴィーガンジェラート/甜點｜全素,下京區（四条河原町・京都髙島屋 S.C.[T8] 1F）,京都市下京区四条通寺町東入御旅町35 京都髙島屋S.C.[T8]1F,35.00353,135.76826,10:00-20:00（LO19:30）,Tabelog 3.36,"冰淇淋 約 ¥600-1,200／人","https://www.google.com/maps/search/?api=1&query=35.00353,135.76826",2026-07-14
231,Boulangerie L’Oiseau Bleu（上賀茂・全素GF麵包・僅週六日）,京都,ヴィーガン麵包(無麩質)｜全素(僅週六日),北區（上賀茂神社徒步5分）,京都市北区大宮田尻町53 大央ビル101,35.05705,135.74927,僅週六日 11:00-17:00(售完為止；月營業日看 IG),Tabelog 3.11,麵包 約 ¥400-800／個,"https://www.google.com/maps/search/?api=1&query=35.05705,135.74927",2026-07-14
232,Asian chample foods goya（浄土寺・有 vegan 套餐）,京都,沖繩・アジア創作（葷店・有 vegan 套餐）｜蔬食友善,左京區（浄土寺・元田中站徒步17分）,京都市左京区浄土寺西田町114-6,35.02854,135.78776,11:30-15:00 / 17:00-23:00；週三休,Tabelog 3.28,"素套餐 約 ¥3,000起／人","https://www.google.com/maps/search/?api=1&query=35.02854,135.78776",2026-07-14
233,Cafe Phalam カフェパラン（二条・vegan plate）,京都,カフェ（葷店・有 vegan plate）｜蔬食友善,中京區（JR二条站前）,京都市中京区西ノ京北聖町24 新二条ビル1F,35.01162,135.74279,平日 9:00-20:00、週末假 9:00-19:00；不定休,Tabelog 3.42,"約 ¥1,000-2,000／人","https://www.google.com/maps/search/?api=1&query=35.01162,135.74279",2026-07-14
234,Koe Donuts（新京極・有 plant based 甜甜圈）,京都,ドーナツ（有 plant based 品項）｜蔬食友善,中京區（新京極通四条上ル・阪急京都河原町1分）,京都市中京区新京極通四条上ル中之町557,35.00425,135.76729,8:00-20:00；不定休,Tabelog 3.66,甜甜圈 約 ¥250-450／個,"https://www.google.com/maps/search/?api=1&query=35.00425,135.76729",2026-07-14
235,Que Pasa ケパサ（荒神口・素墨西哥捲）,京都,メキシカン・ブリトー（有豆素選項）｜蔬食友善,上京區（荒神口・河原町通）,京都市上京区上生洲町 河原町通荒神口下る241,35.01987,135.76960,11:30-14:30 / 17:30-21:30,Tabelog 3.28,"約 ¥1,000-1,500／人","https://www.google.com/maps/search/?api=1&query=35.01987,135.76960",2026-07-14
236,玄米庵 Genmai-an（法隆寺・全素精進）,奈良,全素精進料理｜全素 Vegan,生駒郡斑鳩町（法隆寺東・世界遺產法隆寺旁）,奈良県生駒郡斑鳩町法隆寺東1-3-24,34.61452,135.74331,晚餐需預約、午餐建議預約（隨季節換菜）,HappyCow 5.0（3 則）,全素精進膳(預約) 較高,"https://www.google.com/maps/search/?api=1&query=34.61452,135.74331",2026-07-14
237,Hitotomori ヒトトモリ（ならまち・全素咖啡）,奈良,ヴィーガンカフェ｜全素 Vegan,奈良市福智院町（ならまち/JR奈良）,奈良市福智院町1-3,34.67735,135.83503,全素甜點/飲品(薑足浴)；午餐僅週五・週六,HappyCow 4.5（6 則）,"約 ¥1,000-1,800／人","https://www.google.com/maps/search/?api=1&query=34.67735,135.83503",2026-07-14
238,中谷堂 Nakatanidou（高速搗麻糬・全素蓬艾餅）,奈良,蓬艾紅豆麻糬（全素）｜和菓子,奈良市橋本町（三条通/東向商店街口・觀光核心）,奈良市橋本町29,34.68194,135.82893,需查(現搗、多為白天),HappyCow 4.5（57 則）,よもぎ餅 ¥150／個,"https://www.google.com/maps/search/?api=1&query=34.68194,135.82893",2026-07-14
239,弁財天 Ben Zai Ten（全素薄皮大福）,奈良,ヴィーガン大福/和菓子｜全素 Vegan,JR奈良・三条通,奈良市三条通（JR奈良 三条店）,34.68180,135.82622,需查,HappyCow 5.0（49 則）,大福 ¥250-400／個,"https://www.google.com/maps/search/?api=1&query=34.68180,135.82622",2026-07-14
240,鶴の茶屋 Tsuru no Chaya（奈良公園・全素霜淇淋）,奈良,全素霜淇淋/茶屋｜全素 Vegan(霜淇淋),奈良公園內・春日野町,奈良市春日野町160,34.68244,135.83971,需查(常比公告晚開),HappyCow 3.5（27 則）,霜淇淋 約 ¥400-600,"https://www.google.com/maps/search/?api=1&query=34.68244,135.83971",2026-07-14
241,MATCHA NARA 抹茶ラテ専門店（燕麥奶抹茶）,奈良,抹茶拿鐵専門（燕麥奶全素・外帶）｜蔬食友善,奈良市鵲町（近奈良公園/猿澤池）,奈良市鵲町30,34.67838,135.83190,需查,HappyCow／abillion,抹茶拿鐵 約 ¥600-800,"https://www.google.com/maps/search/?api=1&query=34.67838,135.83190",2026-07-14
242,Flowerish フラウリッシュ（富雄・全素）,奈良,全素マクロビ料理｜全素 Vegan,奈良市西部・鳥見町（近学園前/富雄）,奈良市鳥見町1-9-8,34.69065,135.72983,午間套餐；14:00 後只供飲品甜點,HappyCow 4.5（3 則）,"午套餐 約 ¥1,500-2,500","https://www.google.com/maps/search/?api=1&query=34.69065,135.72983",2026-07-14
243,かまめし 志津香 公園店（有全素釜飯）,奈良,釜飯（葷店・有全素釜飯）｜蔬食友善,奈良市登大路町（近奈良公園/興福寺）,奈良市登大路町59-11,34.68431,135.83694,需查(名店常排隊),HappyCow（veg options）,"全素釜飯 約 ¥1,500-2,200","https://www.google.com/maps/search/?api=1&query=34.68431,135.83694",2026-07-14
244,若草カレー Wakakusa Curry（蔬食咖哩）,奈良,蔬食咖哩（蔬食友善・偏辣）｜蔬食友善,奈良市もちいどの町（商店街）,奈良市もちいどの町38-1,34.68078,135.82892,LO 19:30,HappyCow 4.0（36 則）,"咖哩 約 ¥900-1,400","https://www.google.com/maps/search/?api=1&query=34.68078,135.82892",2026-07-14
245,Ponte Rosso ポンテロッソ（全素印度咖哩）,奈良,印度咖哩（有全素・無 ghee）｜蔬食友善,奈良市小西町（近近鉄奈良）,奈良市小西町2,34.68304,135.82808,需查,HappyCow 4.0（18 則）,"咖哩套餐 約 ¥1,000-1,800","https://www.google.com/maps/search/?api=1&query=34.68304,135.82808",2026-07-14
246,鶏そば座銀 近鉄奈良（機台有 vegan 鍵・全素蕎麥）,奈良,蕎麥/拉麵（葷店・機台有全素湯底鍵）｜蔬食友善,奈良市小西町（近近鉄奈良）,奈良市小西町15 中山ビル1F,34.68344,135.82769,需查,HappyCow 4.0（4 則）,"蕎麥 約 ¥900-1,300","https://www.google.com/maps/search/?api=1&query=34.68344,135.82769",2026-07-14
247,梁山泊 Ryozanpaku（全素懷石・預約）,奈良,會席料理（全素懷石・需預約）｜蔬食友善,奈良市西城戸町（近ならまち）,奈良市西城戸町14-1,34.67958,135.82555,需預約(多道全素懷石),HappyCow 4.0（1 則）,全素懷石(預約) 較高,"https://www.google.com/maps/search/?api=1&query=34.67958,135.82555",2026-07-14
248,するがまち お好み焼き（vegan 蔥燒）,奈良,お好み焼き（有標示 vegan 蔥燒）｜蔬食友善,奈良市三条町（近 JR奈良）,奈良市三条町606-8 田中ビル1F,34.67966,135.82078,需查,HappyCow 3.5（7 則）,"約 ¥1,000-1,800","https://www.google.com/maps/search/?api=1&query=34.67966,135.82078",2026-07-14
249,あぜくらや Azekuraya（東大寺旁・可無柴魚）,奈良,茶屋/和食（蔬食友善・可指定無柴魚）｜蔬食友善,奈良市雑司町（東大寺旁）,奈良市雑司町407,34.68833,135.84302,需查,HappyCow 3.5（10 則）,"約 ¥800-1,500＋甜點","https://www.google.com/maps/search/?api=1&query=34.68833,135.84302",2026-07-14
250,Ban Inoue 東大寺門前店（大豆肉料理）,奈良,創作料理（蔬食友善・大豆肉）｜蔬食友善,奈良市春日野町（東大寺門前・夢風ひろば）,奈良市春日野町16,34.68463,135.83890,需查,HappyCow 4.0（5 則）,"約 ¥1,200-2,000","https://www.google.com/maps/search/?api=1&query=34.68463,135.83890",2026-07-14
251,きのうた薬局 Kinouta（JR奈良・自然食超市/素食專區）,奈良,自然食超市/藥局（素食・vegan 專區）｜蔬食友善,奈良市油阪地方町（JR奈良站前）,奈良市油阪地方町8-1,34.68221,135.82098,需查,HappyCow 4.0（6 則）,超市採買,"https://www.google.com/maps/search/?api=1&query=34.68221,135.82098",2026-07-14
252,一穂二穂 Ichiho Niho（全素飯糰）,奈良,おにぎり（全素飯糰）｜蔬食友善,奈良市下御門町（ならまち）,奈良市下御門町4 eリュエル,34.67865,135.82885,需查,HappyCow 4.0（2 則）,飯糰 ¥200-400／個,"https://www.google.com/maps/search/?api=1&query=34.67865,135.82885",2026-07-14
253,浮島ガーデン Ukishima Garden（純素琉球）,沖繩,琉球創作蔬食｜全素 Vegan,那覇・松尾（浮島通り・国際通り旁）,沖縄県那覇市松尾2-12-3,26.21530,127.68410,週五〜週日 11:00-18:00 供餐；平日僅商店不供餐（出發前務必電話/官網再確認）,HappyCow 4.5（60 則）,"午間套餐約 ¥2,800–3,800","https://www.google.com/maps/search/?api=1&query=26.21530,127.68410",2026-07-27
254,自然派食堂タマテバコ（純素沖繩そば）,沖繩,亞洲無國籍蔬食｜全素 Vegan,那覇・牧志（龍宮通り・牧志駅）,沖縄県那覇市牧志3-13-61,26.21440,127.69130,一二・五〜日 17:00-23:00；週三・四公休（晚間為主，建議預約）,HappyCow 5.0（74 則）,"單品 ¥1,100–1,460／人均約 ¥3,000","https://www.google.com/maps/search/?api=1&query=26.21440,127.69130",2026-07-27
255,LaLa Zorba ララゾルバ（純素無國籍）,沖繩,無國籍蔬食（西藏/越/印/義）｜純素 Vegan,那覇・松尾（国際通り徒步1分）,沖縄県那覇市松尾2-2-32 2F,26.21690,127.68620,週二〜週六 17:30-22:00；週日・一公休（晚餐預約制）,HappyCow 4.5（65 則）,中〜高價位（course 為主）,"https://www.google.com/maps/search/?api=1&query=26.21690,127.68620",2026-07-27
256,自然食とおやつ mana マナ（純素甜點）,沖繩,日式自然食蔬食＋甜點｜純素 Vegan,那覇・壺屋（やちむん通り近・牧志駅徒步10分）,沖縄県那覇市壺屋1-6-9,26.21460,127.69210,午餐 11:00-15:00／咖啡 -17:00；公休以店家 IG 為準,HappyCow 5.0（44 則）,"午間套餐約 ¥1,600","https://www.google.com/maps/search/?api=1&query=26.21460,127.69210",2026-07-27
257,南インド料理 マリアラム Malayalam（純素）,沖繩,南印度喀拉拉 thali 定食｜全素 Vegan・無麩質,那覇・松尾（国際通り南側・桜坂近）,沖縄県那覇市松尾2-19-39 グリーンハイツ那覇 1F,26.21290,127.68470,一二・五〜日 10:00-16:00；週三・四公休（一人經營、尖峰需等）,HappyCow 5.0（11 則）,"午間定食約 ¥1,840","https://www.google.com/maps/search/?api=1&query=26.21290,127.68470",2026-07-27
258,金壷食堂（台式素食自助）,沖繩,台灣精進素食自助定食｜素食（幾乎全素、僅一道含蛋）,那覇・壺屋,沖縄県那覇市壺屋1-7-9,26.21450,127.69230,一〜三・五〜日 08:00-13:30；週四公休；週日僅外帶,HappyCow 4.5（31 則）,自助 ¥600,"https://www.google.com/maps/search/?api=1&query=26.21450,127.69230",2026-07-27
259,パーラー熱風アジア（沖繩果昔）,沖繩,沖繩果昔 parlor・輕食（蔬食友善）,那覇・壺屋（やちむん通り）,沖縄県那覇市壺屋1-18-35,26.21350,127.69350,約 10:00-18:00；週三公休,HappyCow 4.5（16 則）,"輕食約 ¥1,000","https://www.google.com/maps/search/?api=1&query=26.21350,127.69350",2026-07-27
260,saborami さぼらみ（vegan 拉麵咖啡）,沖繩,浮島通り咖啡（蔬食友善・店內另有魚料理）,那覇・松尾（浮島通り）,沖縄県那覇市松尾2-11-23,26.21470,127.68450,12:00-20:00；週四・週日公休（另月2回不定休）,部落格/vegewel 推薦（2025-02 報導）,"午餐約 ¥1,000–1,500","https://www.google.com/maps/search/?api=1&query=26.21470,127.68450",2026-07-27
261,cafe Lotta カフェロッタ（首里 vegan）,沖繩,首里住宅區蔬食咖啡｜純素 Vegan（甜點全素）,那覇・首里（首里駅徒步3分）,沖縄県那覇市首里鳥堀町1-45 2F,26.21690,127.71850,12:00-16:00(L.O.15:30)；週六・日・一公休,Tabelog 有頁（部落格推薦）,"午餐約 ¥1,000 起","https://www.google.com/maps/search/?api=1&query=26.21690,127.71850",2026-07-27
262,玄米カフェ 実身美 sangmi 那覇店,沖繩,糙米酵素健康食堂（蔬食友善・需指定素食餐）,那覇・久茂地（美栄橋駅）,沖縄県那覇市久茂地（美栄橋駅附近，番地出發前確認）,26.21650,127.68050,一三五 11:30-17:00／二四六 -21:00；週日公休,Tabelog 現存頁,"午餐約 ¥1,000","https://www.google.com/maps/search/?api=1&query=26.21650,127.68050",2026-07-27
263,樂園CAFÉ（リウボウ百貨 2F）,沖繩,百貨蔬食咖啡（蔬食友善・vegan 菜單）,那覇・久茂地（県庁前駅徒步2分・リウボウ2F）,沖縄県那覇市久茂地1-1-1 デパートリウボウ 2F,26.21400,127.67960,08:00-20:00（早餐/午餐/傍晚轉酒吧）,官網有專頁（部落格推薦）,"午餐約 ¥1,200–1,800","https://www.google.com/maps/search/?api=1&query=26.21400,127.67960",2026-07-27
264,Vita Smoothies ビタスムージーズ,沖繩,果昔・輕食咖啡（蔬食友善）,那覇・牧志（美栄橋駅徒步1分・国際通り近）,沖縄県那覇市牧志2-17-17 まきしビル1F,26.21660,127.68600,10:30-20:00(L.O.19:30)；週二公休,ぐるなび/Retty 現存頁,果昔 ¥500 起,"https://www.google.com/maps/search/?api=1&query=26.21660,127.68600",2026-07-27
265,琉球料理 くにんだ Kuninda（需預約客製）,沖繩,琉球宮廷/傳統料理（葷店・需預約素食客製）,那覇・松尾（国際通り・県庁前駅徒步6分）,沖縄県那覇市松尾1-2-7 真喜屋ビル1F,26.21380,127.68050,11:00-15:00／17:00-22:00；週三・週日公休,一休/Tabelog 現存頁,"午約 ¥1,500／晚 course 約 ¥3,500","https://www.google.com/maps/search/?api=1&query=26.21380,127.68050",2026-07-27
266,どんぶり南都家（那覇機場・有vegan品項）,沖繩,機場丼飯/定食（蔬食友善・有 vegan 品項）,那覇機場・國內線航廈美食街,沖縄県那覇市字鏡水 那覇空港 国内線ターミナル,26.20860,127.64600,每日 09:00-20:00,HappyCow 4.0（23 則）,"約 ¥770–1,000+","https://www.google.com/maps/search/?api=1&query=26.20860,127.64600",2026-07-27
267,GAJIMARU がじまる（純植物・藍洞旁）,沖繩,植物肉漢堡/拉麵/擔擔麵/生蛋糕｜全素 Vegan,恩納村・前田（近青の洞窟 藍洞）,沖縄県国頭郡恩納村前田330-1,26.43928,127.77095,餐廳約12:00-22:00(15-17時休)／咖啡站8:00-17:00；週三公休,HappyCow 5.0（48 則）,"約 ¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=26.43928,127.77095",2026-07-27
268,Vegan cafe niceness ナイスネス（名護）,沖繩,尼泊爾風 daal bhat・無麩質麵包｜純素 Vegan,名護市・宇茂佐（美ら海往名護途中）,沖縄県名護市字宇茂佐1635-1,26.60276,127.96935,週四〜週日 11:00-15:00；週一〜三公休（建議去前致電）,HappyCow 4.5（18 則）／Tabelog 3.12,"約 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=26.60276,127.96935",2026-07-27
269,Elly’s cafe エリーズ（近萬座毛）,沖繩,健康沖繩食材咖啡（蔬食友善・需指定/致電確認）,恩納村・瀬良垣（近萬座毛）,沖縄県国頭郡恩納村瀬良垣32,26.50330,127.86560,11:00-15:00(L.O.14:30)；週三公休,Tripadvisor 4.8／Tabelog 3.04,"約 ¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=26.50330,127.86560",2026-07-27
270,六屯 ROTTON（北谷・純素早午餐）,沖繩,純素咖啡輕食・外人住宅早午餐｜全素 Vegan,北谷町・浜川,沖縄県中頭郡北谷町浜川183,26.32900,127.75034,8:00-14:00；週三・週四公休,Tabelog 3.24（22 則）,"¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=26.32900,127.75034",2026-07-27
271,Cafe Halcyon（北谷・純素可麗餅）,沖繩,純素可麗餅・三明治・冰沙｜全素 Vegan,北谷町・港（砂辺 Sunabe 海堤對面）,沖縄県中頭郡北谷町港15-64 1F,26.32092,127.74963,9:00-15:00；週二公休（公休以 IG 為準）,HappyCow 5.0（34 則）,"約 ¥800–1,500","https://www.google.com/maps/search/?api=1&query=26.32092,127.74963",2026-07-27
272,Vegeful Lunch Cafe（北谷・純素buffet）,沖繩,純素蔬食吃到飽｜全素 Vegan,北谷町・吉原,沖縄県中頭郡北谷町吉原858-5 クーパーハウス2F,26.31888,127.77379,午餐 11:00-15:00／晚餐 18:00-21:30(完全預約制)；週三・四公休,食べログ/LINE 約 4.5,"自助約 ¥1,200","https://www.google.com/maps/search/?api=1&query=26.31888,127.77379",2026-07-27
273,Esparza’s Tacos & Coffee（美國村）,沖繩,德州墨西哥塔可（蔬食友善・葷店需指定vegan）,北谷町・美浜（美國村 American Village）,沖縄県中頭郡北谷町美浜3-1-10,26.32138,127.75801,週一〜五 11:00-21:00；週六日 12:00-21:00,HappyCow 3.5（39 則）,"¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=26.32138,127.75801",2026-07-27
274,星のたね（北中城・純素自然食）,沖繩,純素自然食・在地有機蔬菜｜全素 Vegan,北中城村・島袋,沖縄県中頭郡北中城村島袋1335 Casa del Sol 1F,26.32135,127.80648,11:30-15:30(L.O.15:00)；不定休,Tabelog 3.05（6 則）,"¥1,500–2,000","https://www.google.com/maps/search/?api=1&query=26.32135,127.80648",2026-07-27
275,Ploughman’s Lunch Bakery（眺海麵包）,沖繩,山丘麵包咖啡（蔬食友善・葷素併存需指定）,北中城村・安谷屋,沖縄県中頭郡北中城村安谷屋927-2,26.29388,127.79244,9:00-16:00；週日公休,旅遊媒體高評價（人氣旺）,"¥1,000–2,000","https://www.google.com/maps/search/?api=1&query=26.29388,127.79244",2026-07-27
276,Rainbow Terrace 沖繩（海景露台）,沖繩,景觀露台咖啡餐廳（蔬食友善・需事前告知客製）,北中城村・喜舎場（あやかりの杜 2F）,沖縄県中頭郡北中城村字喜舎場1214 あやかりの杜 2F,26.30670,127.79025,二〜日/假日 11:30-15:30、17:30-22:00；週一(及每月第1週三)公休,Tabelog 3.08（18 則）,"¥1,000–2,999","https://www.google.com/maps/search/?api=1&query=26.30670,127.79025",2026-07-27
277,パン屋 水円 SUIEN（讀谷・純素麵包）,沖繩,天然酵母純素麵包坊＋咖啡輕食｜全素(無蛋奶),読谷村・座喜味（近世界遺產座喜味城）,沖縄県中頭郡読谷村字座喜味367,26.40483,127.74198,週四〜週日 10:30-17:00(售完為止)；週一〜三公休,Tabelog 3.42（135 則）,"¥1,000–1,999","https://www.google.com/maps/search/?api=1&query=26.40483,127.74198",2026-07-27
278,We Are Vegan／自然いぬ（讀谷）,沖繩,純素午餐＋無麩質甜點｜全素 Vegan,読谷村・古堅,沖縄県中頭郡読谷村古堅183,26.36899,127.75040,午餐 11:30-15:00、咖啡 -17:00；營業日各來源略異，務必先 IG 訂位,HappyCow 4.5（8 則）,中價位,"https://www.google.com/maps/search/?api=1&query=26.36899,127.75040",2026-07-27
279,dechibica デチビカ（讀谷・純素咖哩）,沖繩,純素咖哩盤・vegan 冰淇淋/肉桂捲｜全素 Vegan,読谷村・古堅（本店在讀谷）,沖縄県中頭郡読谷村古堅648-1-101,26.38460,127.74360,約11:00-15/16:00(各來源不一、Tabelog 記週六日休；去前致電),Tabelog 3.08（24 則）,"¥1,000 級距","https://www.google.com/maps/search/?api=1&query=26.38460,127.74360",2026-07-27
280,みやび茶屋仲元（沖縄市・純素和菓子）,沖繩,純素和菓子・古民家茶屋｜全素(甜點),沖縄市・諸見里（Rycom／永旺琉球附近）,沖縄県沖縄市諸見里3-22-15,26.32586,127.79239,週三〜週六 11:00-18:00；週一二日公休,Tabelog 3.11（22 則）,約 ¥999 以下,"https://www.google.com/maps/search/?api=1&query=26.32586,127.79239",2026-07-27
281,命薬 のあの土（伊計島・島野菜便當）,沖繩,古民家有機餐廳＋民宿（蔬食友善・需訂位確認無魚）,うるま市・伊計島（過跨海大橋）,沖縄県うるま市与那城伊計130,26.38587,127.99489,週日・一(部分含週六)及假日 10:00/11:00-16:00(LO15:30),Tabelog 3.10（7 則）,"午間套餐約 ¥2,000","https://www.google.com/maps/search/?api=1&query=26.38587,127.99489",2026-07-27
